No,A,B,S,C,HP,Win,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
70,8,8,10,3,62,212,0,0,1,7,9,19,15,29,16,12,11,1,0,4,3,2,5,4,5,9,2,6,6,3,4,0,0,0,0,0,0,1,8,9,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,8,8,10,3,63,221,3,0,1,3,6,15,19,19,20,21,18,2,0,3,2,1,3,1,7,6,8,9,5,4,6,5,0,0,0,0,0,0,2,4,7,5,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,8,8,10,3,64,240,11,5,0,1,0,5,10,28,31,22,25,12,3,1,1,2,1,5,4,2,5,13,4,3,3,5,2,0,0,0,0,0,0,0,1,19,5,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,8,8,10,3,66,283,29,23,13,0,0,0,1,5,16,19,31,20,17,9,8,1,2,1,1,2,2,5,9,4,4,7,6,6,2,0,0,0,0,0,0,3,6,10,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,8,8,10,3,67,302,40,25,12,18,3,0,0,3,7,16,18,25,22,17,13,3,4,2,1,1,1,1,4,7,2,2,5,7,4,4,0,0,0,0,0,0,1,6,5,7,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,8,8,10,3,65,260,12,12,2,0,0,1,11,12,21,27,23,16,15,7,1,0,2,2,2,2,2,3,10,6,8,3,5,3,0,0,0,0,0,0,1,13,12,12,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,8,8,10,3,68,362,37,34,25,19,11,2,0,0,1,10,21,24,21,32,21,10,4,2,1,5,0,1,2,4,5,4,13,4,4,7,6,0,0,0,0,0,0,1,5,7,6,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,8,8,10,3,69,391,40,34,38,26,18,15,3,0,0,3,6,13,22,18,23,19,10,10,2,2,2,2,3,2,2,4,7,3,3,8,3,6,0,0,0,0,0,0,2,8,8,8,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,8,8,10,3,70,436,31,38,44,38,26,17,11,3,0,0,0,8,12,18,20,27,16,14,7,2,2,1,2,0,2,4,8,6,8,7,6,1,7,0,0,0,0,0,0,0,17,10,9,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,8,8,10,3,71,433,30,32,32,36,33,9,18,19,1,0,0,0,7,21,19,20,26,22,9,6,1,2,2,0,0,2,1,7,8,3,2,6,9,2,0,0,0,0,0,0,1,11,10,11,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,8,8,10,3,72,468,27,31,32,39,46,31,25,8,13,1,0,0,1,6,13,18,26,28,10,9,7,3,3,0,1,1,3,2,5,7,1,6,5,12,2,0,0,0,0,0,0,0,8,8,12,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,8,8,10,5,50,87,4,1,2,0,1,3,6,7,7,6,5,4,3,0,0,0,0,0,0,0,9,8,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,8,8,10,5,52,93,8,2,1,1,1,3,3,2,6,9,6,0,1,7,3,0,0,0,0,0,0,1,8,8,8,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,8,8,10,5,51,74,0,1,1,1,1,3,2,2,5,1,4,3,5,4,0,0,0,0,0,0,0,8,9,9,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,8,8,10,3,73,473,23,19,27,37,27,37,27,17,15,11,1,0,0,1,7,11,27,25,34,23,17,5,1,0,1,2,1,0,1,8,4,2,7,3,5,7,0,0,0,0,0,0,2,11,6,5,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,8,8,10,5,53,108,7,6,2,1,1,0,3,1,3,3,8,8,8,4,3,5,0,0,0,0,0,0,1,7,16,7,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,8,8,10,5,54,140,19,15,10,1,0,3,1,0,2,3,4,7,4,8,7,7,10,0,0,0,0,0,0,0,7,6,7,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,8,8,10,3,76,516,18,11,10,16,18,19,33,32,36,35,23,22,14,5,0,0,1,14,23,15,21,19,19,6,8,1,4,1,0,1,1,3,6,8,9,2,4,8,2,0,0,0,0,0,0,2,9,6,14,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,8,8,10,3,75,521,15,14,9,21,25,30,39,43,33,22,17,10,2,0,0,0,8,11,14,29,35,19,24,6,0,2,1,2,1,2,3,7,4,6,3,3,8,7,0,0,0,0,0,0,0,11,9,12,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,8,8,10,5,55,166,19,20,21,6,2,0,1,2,2,4,4,5,5,4,7,5,5,4,0,0,0,0,0,0,1,12,14,8,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,8,8,10,3,77,533,13,10,13,16,18,30,29,28,30,44,27,26,14,12,4,0,0,0,11,12,16,28,25,16,18,5,3,0,5,3,0,1,2,8,6,4,9,1,6,4,0,0,0,0,0,0,0,10,5,12,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,8,8,10,5,56,181,25,22,18,13,8,2,3,5,1,1,3,0,1,4,5,7,11,10,6,0,0,0,0,0,0,0,9,13,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,8,8,10,3,74,474,10,14,22,25,35,27,32,37,29,16,9,2,0,0,1,7,11,19,31,28,13,14,6,1,0,3,2,1,1,2,4,13,3,2,2,4,3,0,0,0,0,0,0,3,6,12,13,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,8,8,10,3,78,564,11,12,12,12,14,12,26,39,25,30,36,39,26,17,6,5,0,0,0,10,18,21,31,26,19,16,7,1,1,2,1,1,2,2,5,7,6,8,7,9,3,0,0,0,0,0,0,1,7,13,7,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,8,8,10,5,58,210,8,17,30,23,17,11,9,1,1,2,0,1,4,4,6,6,10,8,4,4,3,0,0,0,0,0,0,1,10,9,7,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,8,8,10,5,57,186,15,25,19,19,5,6,2,3,2,3,0,2,3,7,6,3,6,5,6,5,0,0,0,0,0,0,2,10,15,4,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,8,8,10,5,59,231,4,18,23,32,32,20,12,4,1,3,1,0,0,3,1,4,5,7,4,7,6,4,0,0,0,0,0,0,0,8,10,10,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,8,8,10,5,60,230,3,2,16,16,37,27,21,14,6,4,1,0,6,2,1,1,6,4,4,3,5,2,4,0,0,0,0,0,0,1,11,8,10,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,8,8,10,5,62,216,0,0,2,5,17,20,28,24,20,13,5,1,1,1,0,0,2,5,3,9,4,7,5,6,5,0,0,0,0,0,0,1,9,5,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,8,8,10,5,61,232,0,5,9,11,20,27,30,13,11,6,1,2,0,4,5,3,1,3,4,8,6,6,4,5,0,0,0,0,0,0,1,11,14,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,8,8,10,5,64,236,17,3,0,0,3,7,16,12,29,21,21,11,8,3,3,2,4,3,1,3,3,8,5,8,6,4,3,0,0,0,0,0,0,2,8,5,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,8,8,10,5,63,218,2,0,0,1,11,19,19,35,27,12,10,7,1,2,3,1,0,0,1,8,6,2,5,3,5,4,0,0,0,0,0,0,3,4,12,6,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,8,8,10,5,65,236,17,15,1,0,0,2,3,19,17,26,28,19,11,6,0,4,2,3,3,2,2,2,4,3,4,7,5,1,0,0,0,0,0,0,1,6,5,6,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,8,8,10,5,66,291,20,20,13,3,0,0,0,5,15,20,30,30,14,10,10,1,2,1,2,1,3,4,6,5,6,3,3,3,3,0,0,0,0,0,0,0,16,9,8,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,8,8,10,5,67,317,33,25,16,8,3,0,0,0,4,11,26,27,34,18,15,4,3,1,3,2,0,3,3,8,8,4,3,2,6,3,0,0,0,0,0,0,3,9,9,11,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,8,8,10,5,68,350,27,35,36,14,14,3,0,0,1,6,18,17,18,29,15,10,5,0,0,2,0,3,2,3,7,3,7,3,5,6,5,0,0,0,0,0,0,0,15,13,10,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,8,8,10,5,69,379,39,37,32,24,21,14,2,0,0,3,9,11,16,26,27,12,12,6,1,2,0,1,1,1,2,3,9,5,8,4,7,5,0,0,0,0,0,0,1,7,12,5,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,8,8,10,5,71,436,29,34,41,31,25,20,17,9,4,0,0,4,9,8,22,27,20,21,14,3,1,3,4,4,1,1,2,6,7,4,5,8,8,6,0,0,0,0,0,0,1,4,10,8,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,8,8,10,5,70,416,38,26,34,37,18,17,10,3,0,1,0,9,9,20,20,28,20,21,4,2,0,1,1,2,2,1,8,13,4,6,4,5,5,0,0,0,0,0,0,0,6,14,9,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,8,8,10,5,72,453,26,14,27,21,40,32,33,14,7,6,0,0,1,13,12,20,32,25,16,10,9,4,2,2,1,1,3,2,7,7,7,6,2,3,6,0,0,0,0,0,0,2,5,9,6,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,8,8,10,5,73,482,16,22,26,28,33,37,21,22,19,13,1,0,0,0,8,13,16,23,27,20,19,9,1,2,2,1,0,4,2,6,7,5,10,5,5,7,0,0,0,0,0,0,1,6,18,11,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,8,8,10,5,74,466,11,15,30,18,42,27,32,35,23,11,16,2,0,0,0,9,10,16,26,24,14,9,4,2,1,1,0,1,1,4,9,8,6,8,5,5,5,0,0,0,0,0,0,0,7,9,5,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116,8,8,10,7,50,87,0,0,2,0,2,1,8,5,15,3,3,6,2,0,0,0,0,0,0,0,7,10,8,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,8,8,10,7,51,89,2,0,0,0,1,0,0,8,6,5,6,7,10,4,0,0,0,0,0,0,1,8,8,9,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,8,8,10,7,52,95,4,2,0,0,1,3,0,3,12,8,7,5,3,4,3,0,0,0,0,0,0,0,8,4,13,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,8,8,10,5,75,505,14,10,20,27,26,35,34,36,28,19,26,9,4,0,0,0,4,15,23,22,20,18,14,3,1,3,1,1,1,3,2,5,7,5,5,3,8,4,0,0,0,0,0,0,0,11,11,10,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,8,8,10,7,53,104,8,7,0,0,0,1,3,0,1,5,7,7,4,3,6,6,0,0,0,0,0,0,1,5,13,6,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,8,8,10,5,76,501,12,10,14,12,14,27,29,42,37,35,31,15,4,2,0,0,2,4,9,20,26,24,18,11,7,0,2,3,2,4,4,2,12,7,3,5,3,7,4,0,0,0,0,0,0,0,11,9,6,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,8,8,10,7,54,132,22,14,9,1,0,0,4,0,3,6,7,6,2,6,2,8,3,0,0,0,0,0,0,0,4,10,13,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,8,8,10,7,55,128,18,14,18,2,1,0,0,2,2,0,3,4,4,4,4,3,6,5,0,0,0,0,0,0,1,8,9,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,8,8,10,5,77,556,15,17,10,21,17,20,24,46,32,30,41,23,10,13,3,0,0,1,8,17,17,32,16,24,13,8,3,0,0,2,1,3,3,4,4,10,4,6,8,7,0,0,0,0,0,0,2,8,11,6,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,8,8,10,5,78,562,11,12,13,7,14,18,36,30,27,26,43,41,29,19,14,3,0,0,0,8,12,23,25,24,16,7,8,2,1,2,2,0,0,2,10,7,6,8,8,6,4,0,0,0,0,0,0,0,10,8,11,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,8,8,10,7,56,167,26,29,17,13,4,0,0,0,0,1,1,4,4,6,6,6,4,3,6,0,0,0,0,0,0,1,3,7,6,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,8,8,10,7,57,180,18,27,30,10,13,5,0,0,0,2,3,1,3,7,8,5,4,4,4,2,0,0,0,0,0,0,0,9,9,4,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,8,8,10,7,58,201,18,14,22,22,21,12,6,1,0,0,1,3,2,1,4,6,5,6,5,10,4,0,0,0,0,0,0,1,6,13,8,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,8,8,10,7,59,216,9,17,14,33,21,14,18,3,0,0,0,2,4,0,4,6,7,10,3,3,8,5,0,0,0,0,0,0,1,9,2,6,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,8,8,10,7,61,219,0,1,8,10,14,26,20,25,14,4,0,0,0,2,1,2,2,6,4,8,4,7,6,5,0,0,0,0,0,0,2,11,11,7,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,8,8,10,7,60,235,1,9,13,19,27,27,17,10,10,0,0,0,5,3,1,3,6,6,6,5,4,11,5,0,0,0,0,0,0,2,7,11,8,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,8,8,10,7,62,253,0,0,2,5,25,35,25,25,20,15,12,2,0,0,3,2,2,3,6,12,4,4,6,7,3,0,0,0,0,0,0,0,13,7,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,8,8,10,7,64,220,15,3,0,0,3,8,12,16,22,21,15,7,8,1,0,0,0,2,0,8,2,4,10,11,5,1,1,0,0,0,0,0,0,1,8,14,7,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,8,8,10,7,63,242,5,0,0,2,7,18,21,31,23,12,12,11,1,0,0,1,3,4,2,5,8,8,9,4,8,7,0,0,0,0,0,0,2,9,9,9,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,8,8,10,7,66,281,23,17,8,6,0,0,2,5,13,15,27,17,27,13,7,1,0,0,0,1,2,5,6,9,11,5,5,7,3,0,0,0,0,0,0,2,12,6,5,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,8,8,10,7,67,315,29,27,17,10,5,0,0,3,4,14,19,24,30,18,7,12,4,0,1,5,1,2,4,5,6,11,5,3,4,5,0,0,0,0,0,0,1,7,10,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,8,8,10,7,65,251,20,9,4,0,0,2,8,18,23,28,30,14,11,5,0,0,0,2,0,2,4,7,9,4,6,7,3,2,0,0,0,0,0,0,1,5,13,4,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,8,8,10,7,69,380,41,34,28,16,27,12,2,0,0,2,4,20,21,22,32,11,9,11,1,0,0,1,2,0,2,5,5,9,9,3,5,2,0,0,0,0,0,0,2,4,8,10,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,8,8,10,7,68,362,36,36,27,15,13,5,0,0,1,8,16,20,19,28,18,14,2,0,0,1,1,1,2,3,9,8,13,6,3,3,11,0,0,0,0,0,0,1,8,8,11,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,8,8,10,7,70,446,47,35,25,33,19,19,20,1,0,0,3,6,14,21,21,31,13,14,8,0,0,0,2,1,2,3,8,13,11,6,3,4,4,0,0,0,0,0,0,1,11,17,11,14,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,8,8,10,7,71,486,39,32,42,38,29,36,21,17,2,0,0,2,7,13,24,29,24,25,21,4,2,0,0,2,1,1,1,5,9,6,8,5,4,4,0,0,0,0,0,0,1,5,9,7,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,8,8,10,7,72,475,19,33,35,30,37,35,26,24,21,2,0,0,3,9,12,18,22,25,18,12,2,2,0,0,1,7,0,3,7,4,9,4,2,5,3,0,0,0,0,0,0,4,5,11,3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
139,8,8,10,7,73,512,14,30,22,41,40,42,35,31,24,11,2,0,0,1,6,13,22,25,23,15,13,2,1,0,1,1,1,1,3,7,9,10,4,5,10,4,0,0,0,0,0,0,0,11,10,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,8,8,10,7,74,518,8,16,21,39,19,43,35,38,26,25,11,4,0,0,0,9,19,20,17,27,21,10,10,0,0,0,0,2,4,2,5,10,11,6,7,7,5,0,0,0,0,0,0,0,9,11,7,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
141,8,8,10,7,75,519,8,10,21,22,21,43,30,46,40,28,19,14,3,0,1,0,8,15,16,27,28,18,14,5,2,0,1,3,3,2,2,3,6,4,3,6,3,4,0,0,0,0,0,0,2,10,7,11,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,8,8,10,7,76,522,8,7,5,20,26,37,40,34,36,43,29,22,6,4,0,0,1,6,19,18,22,18,17,11,7,2,0,1,0,0,1,2,3,3,7,6,3,11,3,0,0,0,0,0,0,0,8,10,9,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,8,8,10,7,77,536,3,11,6,13,18,25,37,41,38,33,35,26,29,8,1,0,0,1,3,10,26,24,26,25,11,2,3,0,0,1,2,1,2,4,7,6,6,7,5,6,0,0,0,0,0,0,2,6,9,6,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,8,8,10,9,50,92,0,0,2,2,1,1,5,8,13,3,3,6,5,0,0,0,0,0,0,2,7,6,9,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
